_var,_val,y_pred,co2_v1,mci_v1,co2_pca,mci_pca,co2_assumed,mci_assumed
Stiring,0.5416666666666666,13.942999999999937,0.1674122080368452,0.8185346688885422,0.10934435545716947,0.8683071139568357,0.10936521915815385,0.8682892307845633
Stiring,0.5833333333333333,13.942999999999937,0.17324554137017853,0.8135346688885421,0.10934435545716947,0.8683071139568357,0.10936718743183162,0.8682875436928394
Stiring,0.625,13.942999999999937,0.17907887470351186,0.8085346688885422,0.10934435545716947,0.8683071139568357,0.10936915570550938,0.8682858566011157
Stiring,0.6666666666666666,13.942999999999937,0.1849122080368452,0.8035346688885421,0.10934435545716947,0.8683071139568357,0.10937112397918716,0.8682841695093919
Stiring,0.7083333333333333,13.942999999999937,0.19074554137017852,0.7985346688885422,0.10934435545716947,0.8683071139568357,0.10937309225286493,0.868282482417668
Stiring,0.75,13.942999999999937,0.19657887470351187,0.7935346688885421,0.10934435545716947,0.8683071139568357,0.1093750605265427,0.8682807953259443
Stiring,0.7916666666666666,13.942999999999937,0.20241220803684518,0.7885346688885422,0.10934435545716947,0.8683071139568357,0.10937702880022047,0.8682791082342205
Stiring,0.8333333333333333,13.942999999999937,0.2082455413701785,0.7835346688885422,0.10934435545716947,0.8683071139568357,0.10937899707389824,0.8682774211424966
Stiring,0.875,13.942999999999937,0.21407887470351186,0.7785346688885422,0.10934435545716947,0.8683071139568357,0.10938096534757602,0.8682757340507729
Stiring,0.9166666666666666,13.942999999999937,0.2199122080368452,0.7735346688885422,0.10934435545716947,0.8683071139568357,0.10938293362125377,0.8682740469590491
Stiring,0.9583333333333333,13.942999999999937,0.22574554137017852,0.7685346688885422,0.10934435545716947,0.8683071139568357,0.10938490189493155,0.8682723598673253
Stiring,1.0,13.942999999999937,0.23157887470351185,0.7635346688885422,0.10934435545716947,0.8683071139568357,0.10938687016860932,0.8682706727756015
