Pressure (bar)
38.8
36.6
38.9
2.8
39.5
38.9
41.0
1.1
39.9
37.4
39.0
38.9
39.8
40.4
39.5
21.7
39.0
39.0
36.4
40.7
40.7
39.0
23.5
7.6
39.2
37.9
37.2
38.9
39.5
6.3
38.9
4.0
38.8
38.9
39.0
38.5
40.8
39.5
38.9
41.2
41.3
38.9
38.8
41.1
3.1
39.0
38.8
40.4
1.5
35.9
38.8
38.9
39.2
38.9
41.3
0.7
40.7
39.2
40.1
38.9
0.7
40.7
4.5
2.0
38.8
39.9
39.5
40.4
39.0
1.2
1.4
39.5
39.7
39.7
9.2
40.7
41.3
40.7
39.3
38.4
39.6
39.3
39.5
37.6
37.3
10.4
39.0
40.4
38.8
40.4
7.4
38.9
1.9
38.8
38.1
40.5
26.9
39.0
38.8
39.2
36.5
7.1
40.2
5.9
39.0
40.4
9.3
39.2
41.2
41.2
38.7
39.8
39.2
38.0
39.0
39.2
9.6
39.5
39.4
38.9
15.0
38.8
38.8
12.8
41.1
39.0
39.4
14.8
36.5
41.3
39.4
8.8
39.2
39.3
40.7
41.3
39.2
40.9
36.0
40.8
38.8
39.1
40.2
39.7
36.4
40.8
40.4
39.0
38.9
5.2
41.1
38.0
38.9
39.1
7.7
39.0
39.0
38.7
39.5
39.0
39.5
40.2
16.6
39.5
37.3
14.6
39.2
39.6
39.5
40.4
40.3
39.3
39.0
39.5
41.0
39.7
38.6
38.8
38.8
12.9
38.9
38.4
13.5
39.2
40.7
39.2
39.6
16.3
38.8
8.6
39.0
37.3
39.0
40.7
39.0
39.0
39.0
40.5
38.8
39.0
39.2
39.2
21.9
40.2
38.8
38.9
38.3
40.4
39.0
38.8
38.9
39.0
38.8
39.6
40.8
39.3
39.0
40.4
39.0
39.0
39.0
39.6
38.8
38.6
0.7
39.5
10.5
38.9
38.9
39.0
39.5
38.9
38.8
38.8
23.3
38.9
39.2
17.1
8.1
38.9
39.5
38.9
9.9
39.7
41.1
36.5
39.4
40.9
38.2
38.9
38.9
39.2
38.4
38.6
41.3
40.7
10.8
6.8
27.2
37.3
38.6
2.9
10.6
41.1
39.0
39.2
39.2
39.0
38.9
38.8
39.2
38.8
38.9
39.2
41.1
38.9
39.0
39.1
6.5
20.8
7.6
41.3
39.2
8.6
39.2
0.8
38.9
39.0
39.2
39.0
39.3
38.8
40.9
2.3
39.7
41.2
38.9
41.3
38.8
9.4
40.5
39.0
38.4
8.0
40.6
38.7
12.4
40.9
39.4
40.1
39.0
39.3
39.0
40.9
38.9
17.7
39.5
39.4
39.2
38.9
39.0
40.2
36.0
39.0
36.9
39.7
40.9
3.1
29.6
5.2
5.4
39.0
39.5
39.5
38.8
38.8
39.3
1.0
9.6
40.6
39.1
40.2
41.3
38.8
12.2
39.0
39.2
12.3
41.2
39.5
38.8
1.8
39.0
37.1
40.5
38.8
6.4
38.8
28.1
39.5
7.7
39.5
39.0
38.3
39.9
39.3
39.7
40.0
2.0
36.7
40.1
39.2
41.1
40.2
39.2
36.0
37.6
39.2
4.8
38.9
40.6
40.7
40.3
2.5
39.2
39.0
39.4
39.7
40.2
39.5
36.8
39.0
40.4
38.7
39.3
39.0
39.2
41.1
38.9
22.6
40.2
11.5
36.3
38.9
40.2
39.5
2.1
33.3
4.0
39.0
41.0
38.8
39.2
36.0
39.0
41.2
39.0
38.8
40.6
40.3
37.8
36.0
40.4
39.2
39.0
38.6
38.8
39.1
0.9
37.8
38.8
36.2
40.7
37.6
39.3
38.9
38.9
41.1
41.1
39.7
39.0
7.7
5.7
40.0
39.2
17.5
38.9
38.9
37.5
12.7
41.3
4.7
39.4
38.8
38.9
41.2
5.0
39.0
38.7
39.2
22.5
39.0
38.3
37.8
41.0
37.4
1.5
41.3
39.5
1.8
3.2
39.2
39.2
2.6
38.9
9.0
39.0
38.9
38.7
39.6
40.3
40.9
39.0
39.2
39.2
39.7
2.2
41.2
39.0
39.5
40.8
41.2
0.7
38.7
39.0
17.5
0.8
41.3
39.9
26.5
13.3
39.9
5.3
40.4
38.8
40.8
29.0
39.6
38.9
39.0
39.0
41.3
41.2
40.4
40.8
1.2
38.4
0.8
0.8
39.4
38.9
15.5
38.8
37.7
40.9
41.3
39.0
0.8
37.0
37.4
41.3
38.9
40.3
38.9
39.5
5.9
38.9
20.3
38.9
39.9
38.9
39.0
37.3
41.0
38.9
5.2
36.0
39.0
38.9
38.9
39.0
39.0
41.2
40.8
38.9
39.2
39.0
38.8
36.5
36.9
39.0
39.0
38.6
40.8
39.5
40.4
39.6
39.0
38.8
39.0
39.6
12.6
39.2
40.6
41.3
1.4
39.0
38.9
11.3
38.8
38.7
39.0
6.6
39.5
37.4
40.5
40.5
7.6
36.8
29.7
7.9
39.2
38.4
38.9
37.8
41.2
40.9
38.8
38.9
38.9
41.1
39.9
18.2
40.3
39.0
6.1
1.9
39.0
36.0
38.9
39.5
39.0
39.6
9.8
40.6
38.9
0.7
39.0
39.0
3.7
7.2
40.2
10.0
39.3
39.0
38.7
40.7
1.2
40.1
38.9
39.0
36.0
39.4
2.4
41.2
39.5
39.5
38.8
36.0
39.4
40.9
41.3
41.3
13.5
5.7
0.7
7.4
38.8
38.9
39.9
39.0
39.0
40.2
40.3
41.2
39.6
40.3
38.8
39.5
38.9
39.0
37.1
41.2
40.8
40.0
41.1
39.8
40.2
40.9
39.3
40.9
40.5
38.9
37.5
37.0
5.2
39.9
38.6
38.9
41.2
40.4
39.0
30.0
38.8
2.0
38.8
11.9
40.9
38.9
39.4
36.0
39.0
39.4
39.2
41.3
41.0
39.5
9.5
40.4
38.8
39.5
41.3
1.4
38.8
38.9
38.7
0.7
39.1
4.3
8.9
39.2
40.9
39.0
29.7
40.3
39.2
38.8
11.1
39.2
9.1
38.7
39.0
40.8
41.2
39.2
4.5
9.2
40.5
41.1
2.2
19.5
2.8
39.0
41.2
39.8
12.3
39.1
39.5
39.0
41.1
38.8
41.2
41.0
16.4
38.2
38.8
40.2
36.9
39.0
39.3
39.2
19.4
39.2
41.2
40.8
39.3
39.5
38.8
2.2
38.5
40.0
39.2
40.7
39.0
37.3
41.3
39.9
12.1
39.5
6.6
39.2
39.3
37.5
38.7
38.8
41.1
39.3
41.2
38.8
6.8
39.2
40.7
37.9
39.6
38.9
39.2
38.8
39.0
37.2
41.3
39.5
39.5
39.0
41.1
38.9
38.9
0.8
40.7
38.8
39.2
41.1
38.9
40.2
39.5
39.3
38.9
40.2
40.2
38.7
38.9
39.0
18.6
4.5
16.6
39.0
38.9
39.1
28.2
39.9
17.4
39.0
39.5
31.9
38.8
39.5
40.8
39.7
0.7
15.7
39.4
38.7
39.1
39.9
40.2
37.7
25.8
40.7
39.0
38.4
41.3
39.2
32.6
39.2
36.5
0.8
39.6
23.0
39.7
26.8
6.4
36.4
12.7
39.0
39.3
40.7
37.0
39.9
38.3
38.9
38.8
41.3
0.7
39.0
39.0
40.4
41.1
5.7
38.5
36.2
39.5
39.7
4.6
39.5
39.1
39.5
41.3
11.7
41.3
1.9
38.9
16.6
4.4
39.0
17.5
40.1
39.2
39.2
39.2
39.5
39.0
38.8
39.0
38.9
5.4
39.8
20.5
41.0
38.8
39.0
41.2
39.1
2.1
23.6
38.8
41.0
39.0
13.2
41.0
41.1
40.4
41.1
39.3
39.5
41.1
39.5
18.8
39.5
2.1
41.2
40.0
39.0
39.0
36.0
38.8
38.8
38.8
41.2
38.6
40.0
38.9
40.6
38.9
39.2
36.0
38.4
39.2
38.8
41.1
39.0
38.8
11.3
39.2
40.6
2.2
39.0
39.5
40.7
38.9
38.9
40.7
39.0
40.2
36.8
38.2
7.3
39.2
39.6
15.5
8.6
36.6
39.2
39.0
41.0
41.2
38.9
39.9
41.3
38.6
38.9
39.0
40.8
39.0
41.0
41.3
36.5
39.5
0.7
39.0
39.3
38.9
38.8
39.0
39.4
36.0
39.5
41.3
8.8
38.5
38.9
39.2
2.3
39.2
38.8
38.3
38.8
40.3
40.8
40.9
38.8
40.4
39.3
39.8
2.9
38.9
39.7
40.9
39.0
39.9
40.3
25.1
39.0
5.9
40.1
38.8
40.1
41.0
36.0
36.9
2.8
39.2
6.6
40.9
38.9
39.5
0.9
40.1
6.0
38.9
38.8
39.9
39.2
39.5
38.4
1.6
38.9
38.8
38.9
39.5
37.0
40.4
39.8
38.8
38.8
40.4
39.7
37.4
39.5
38.8
39.0
39.9
39.2
36.2
36.6
40.3
3.4
41.0
39.0
40.6
39.0
38.8
38.7
8.3
38.8
23.3
39.2
36.9
36.2
39.9
40.9
38.9
38.9
36.6
40.7
39.0
39.2
41.0
9.3
39.0
38.8
40.5
40.2
40.6
40.7
41.0
41.3
38.8
39.0
38.7
40.0
39.5
37.3
39.2
40.5
39.5
38.8
40.1
3.6
38.0
41.3
38.8
38.6
39.3
36.2
11.7
38.9
4.9
39.0
39.3
6.6
39.5
38.7
36.7
25.2
38.9
9.4
38.9
39.2
25.9
13.1
40.1
41.1
39.9
40.2
3.6
38.8
38.9
39.2
39.0
39.8
38.9
39.2
0.7
39.0
39.9
36.0
41.2
41.1
40.9
38.8
39.2
39.0
38.2
39.4
39.2
40.2
40.1
40.7
39.0
38.9
39.0
36.2
39.0
41.3
40.2
38.9
39.5
40.7
40.2
39.0
39.0
40.3
38.8
39.2
9.8
39.0
39.3
38.8
38.8
40.4
40.1
37.8
3.5
2.3
39.2
39.3
7.2
39.9
10.6
40.5
38.8
38.8
7.0
5.0
40.5
41.2
41.3
40.7
38.8
4.9
4.5
38.8
39.3
4.8
38.9
40.4
40.4
36.9
41.1
36.0
39.5
39.4
39.7
14.5
39.0
39.1
40.6
1.0
39.9
21.2
12.6
39.5
41.1
28.8
41.2
38.5
41.2
36.9
40.2
1.0
39.3
39.5
39.2
5.7
40.7
39.4
38.8
36.5
36.6
41.3
21.9
38.0
38.2
39.0
37.9
39.0
39.5
36.0
40.8
29.6
9.7
41.1
37.0
39.0
3.5
38.8
38.4
38.9
40.5
40.4
41.2
38.8
41.2
38.9
39.0
40.5
39.0
18.3
38.8
39.0
41.2
36.4
39.5
0.8
39.0
38.8
40.2
1.2
36.2
0.7
36.0
40.3
2.1
40.0
2.7
40.7
39.0
39.3
40.4
36.0
18.6
39.0
36.5
39.0
41.0
40.8
37.5
38.7
1.0
36.3
40.9
38.5
41.3
28.8
39.2
38.9
39.5
37.5
31.2
40.6
40.2
40.2
39.1
41.1
38.8
16.8
40.1
39.0
36.0
41.2
9.8
40.4
41.0
38.7
39.3
40.8
18.7
39.5
40.2
40.1
40.3
39.0
40.9
37.2
39.5
38.8
1.0
39.2
39.3
38.8
36.6
38.9
41.3
3.3
39.5
2.3
7.2
37.5
38.9
41.0
39.9
36.6
39.8
37.7
36.6
41.2
2.3
40.7
39.0
38.7
39.7
10.3
39.5
39.8
36.0
40.6
1.2
38.9
39.8
6.8
24.9
38.9
39.3
38.8
38.8
41.0
34.5
38.8
38.9
40.4
41.1
39.0
40.5
38.8
13.8
40.3
39.9
2.8
39.7
29.5
41.2
38.9
16.7
39.1
39.0
37.4
38.9
2.6
39.5
39.3
38.8
37.2
39.5
39.7
39.6
38.7
38.2
39.5
38.8
39.0
14.6
39.5
39.0
39.2
38.9
40.4
36.0
0.8
41.2
39.4
40.8
38.9
41.1
39.2
16.6
0.9
39.7
8.0
38.8
38.8
39.0
38.9
38.8
17.8
38.2
39.3
39.0
39.0
36.0
40.8
1.4
36.0
39.7
0.7
9.4
39.5
17.2
38.9
38.3
36.1
39.1
38.8
40.9
38.8
20.5
39.5
3.0
3.4
40.1
39.5
39.2
38.9
0.9
39.7
20.7
38.7
40.0
38.3
38.7
39.9
19.1
39.0
31.0
38.8
11.8
39.0
38.8
40.7
38.9
37.6
39.5
1.1
8.2
38.9
41.2
41.2
40.2
39.5
15.5
38.8
39.2
0.7
40.2
7.2
41.3
40.5
39.3
38.9
40.5
38.8
26.1
40.4
11.2
41.2
41.0
36.8
5.0
40.3
39.0
38.9
36.0
26.5
40.5
8.1
39.2
37.6
15.7
19.2
39.6
1.2
38.8
40.4
41.2
41.3
41.3
41.3
38.9
38.9
41.3
38.7
39.1
3.1
36.7
39.1
38.4
40.7
12.9
0.9
41.3
38.9
40.1
39.0
36.2
40.2
38.9
39.5
39.0
38.9
4.8
40.7
41.3
41.0
38.9
0.8
39.5
38.8
36.4
40.5
0.7
38.9
38.9
41.2
38.0
27.0
39.9
39.0
40.4
40.2
38.9
39.2
38.9
39.5
38.8
41.2
41.2
40.1
38.8
39.0
38.4
37.1
41.2
39.1
38.8
40.4
36.0
40.4
40.5
40.3
38.9
20.6
38.9
40.7
39.7
38.8
1.0
39.4
38.8
8.3
36.4
7.5
41.3
7.3
37.5
39.4
41.2
38.8
39.4
39.8
39.0
41.2
40.9
7.0
39.2
24.1
38.9
38.9
38.8
41.2
41.1
38.8
38.8
40.5
37.7
39.0
39.1
39.2
38.9
41.2
40.9
37.0
38.9
13.9
33.9
38.9
40.6
38.2
38.8
37.1
38.6
40.3
41.2
23.4
39.0
39.0
40.4
38.8
39.5
40.8
30.1
38.8
39.7
38.8
7.4
41.1
40.4
39.0
38.8
40.6
38.8
39.0
38.9
1.7
40.7
41.2
40.6
0.9
39.0
39.9
0.7
39.3
38.1
0.7
41.2
36.0
41.2
36.1
39.2
40.4
39.3
39.2
37.5
39.0
39.2
38.8
39.0
41.2
39.0
36.2
2.6
39.0
38.8
41.2
36.6
38.9
38.9
39.2
37.9
39.2
0.8
38.8
38.9
40.1
39.0
38.8
41.0
39.0
38.9
3.1
0.8
13.3
38.1
40.7
38.8
41.2
38.8
39.2
41.1
40.5
1.7
39.7
1.7
40.9
40.4
39.0
2.7
39.2
39.2
37.5
39.2
38.8
38.9
39.0
3.6
38.7
39.5
41.3
40.9
40.8
21.5
38.8
39.5
39.2
39.0
39.4
0.7
40.8
38.6
2.1
39.2
40.5
37.3
38.9
41.1
12.0
1.4
39.0
25.4
39.0
39.0
38.9
39.0
0.7
36.7
38.9
38.9
38.7
12.0
40.1
40.2
37.2
39.3
39.0
40.1
39.1
8.7
16.5
38.9
39.0
37.5
40.9
39.8
38.9
38.9
39.2
40.9
38.9
39.5
38.8
38.9
40.2
38.9
38.9
39.5
39.2
38.9
37.0
38.8
41.3
38.7
11.7
39.5
36.7
38.8
38.9
38.2
41.2
38.9
38.7
38.8
19.7
39.2
38.8
39.1
40.7
38.8
38.8
4.3
38.8
5.0
39.0
40.2
39.0
39.5
39.0
38.9
30.4
4.3
5.1
39.5
39.5
39.0
38.9
37.3
39.5
39.0
40.3
41.2
38.8
13.5
1.2
39.2
38.7
38.8
41.2
40.7
40.4
39.5
37.8
39.3
38.9
7.7
1.0
38.8
2.3
40.5
39.3
39.5
36.2
38.8
36.4
40.2
39.0
7.4
39.0
36.3
38.8
40.6
39.3
39.3
38.9
36.2
1.9
36.0
29.1
41.3
41.2
39.0
39.0
38.8
40.4
40.3
39.2
39.5
37.1
39.0
34.0
38.9
39.5
40.2
38.9
39.5
4.0
15.3
6.6
10.6
40.1
0.7
38.8
10.3
41.2
39.0
40.2
38.4
38.8
36.4
40.4
38.8
39.3
39.5
36.1
39.2
38.9
40.1
37.1
38.9
38.6
1.2
40.5
39.0
38.9
38.8
37.5
38.9
36.0
40.4
2.4
39.8
39.2
38.8
39.5
39.0
41.2
41.2
39.5
37.7
40.8
39.1
38.8
39.2
40.3
0.8
41.3
39.9
40.3
38.8
0.8
40.3
39.0
39.2
39.0
39.5
40.4
38.9
6.1
41.2
31.1
38.9
36.0
39.0
38.9
38.9
39.0
39.2
39.2
38.9
38.9
41.1
40.7
0.9
0.8
38.8
40.7
38.9
40.6
25.4
40.5
1.4
38.5
40.9
10.7
40.6
10.8
3.3
38.9
18.4
39.5
39.4
39.5
36.4
39.3
39.9
39.0
19.5
40.5
39.7
41.0
40.5
40.0
15.8
38.8
39.0
10.4
39.2
40.2
38.8
39.0
38.8
36.5
38.9
40.9
3.2
36.0
39.0
0.8
39.6
39.5
39.2
38.8
38.9
38.9
38.9
36.0
39.5
39.0
36.1
37.1
7.2
40.2
39.1
40.1
37.1
39.0
39.0
39.0
39.0
38.9
41.3
0.8
38.8
40.5
39.7
7.9
36.7
38.9
41.1
40.2
40.9
40.9
34.2
17.9
38.7
38.8
40.5
38.8
39.5
38.8
38.5
41.1
0.7
39.2
40.4
38.8
40.9
2.3
38.8
4.4
39.2
39.0
40.0
38.7
39.2
19.2
39.1
41.2
3.5
38.9
41.2
41.3
5.2
40.3
39.0
0.8
40.2
40.6
39.6
0.8
39.4
39.0
39.0
39.0
40.3
23.9
39.3
39.0
38.8
38.9
39.0
39.2
38.7
40.5
39.5
24.7
39.5
39.0
39.9
38.1
22.1
39.9
39.2
39.9
3.4
2.3
38.9
8.3
40.4
39.2
5.0
40.1
41.0
3.3
39.2
38.8
38.8
39.0
30.1
39.4
39.7
27.5
0.7
40.9
39.2
38.8
40.1
39.5
40.1
40.7
39.0
36.9
6.3
36.3
39.5
39.7
36.2
39.7
39.0
1.5
38.9
22.6
39.0
39.5
38.8
38.8
38.9
38.7
38.7
39.5
38.8
38.9
41.3
38.8
39.6
39.1
38.8
36.1
38.8
39.3
40.3
39.0
41.3
2.1
39.2
40.8
40.5
39.6
40.6
39.9
40.4
39.3
38.9
39.5
4.0
38.9
36.0
38.8
40.5
38.9
41.2
36.8
1.0
39.0
5.5
39.5
40.4
36.0
41.3
39.0
39.3
41.3
40.1
40.6
39.0
39.0
38.8
4.2
38.8
38.8
39.5
40.2
23.0
39.2
27.7
4.0
38.9
14.6
39.2
38.7
20.1
5.4
40.7
40.9
37.5
35.2
0.7
39.5
39.2
6.7
3.9
38.9
38.9
38.6
38.8
39.1
38.8
39.5
37.4
38.8
23.7
17.6
39.0
41.3
40.8
37.7
39.2
41.1
41.1
21.5
39.2
14.4
39.0
36.6
0.7
39.2
8.8
39.3
39.5
41.1
40.6
40.2
38.9
39.0
36.9
39.5
39.0
36.6
39.9
40.2
41.1
37.8
39.3
40.8
39.8
0.7
39.9
38.0
38.8
40.2
39.0
16.3
40.5
39.0
38.8
38.9
39.2
39.0
40.9
39.0
40.8
39.3
38.9
39.0
35.1
39.7
39.2
0.7
41.2
39.0
0.8
38.8
18.6
38.8
38.9
39.0
39.7
41.3
38.8
39.5
8.4
40.4
41.3
37.3
39.0
38.8
39.0
39.8
38.6
36.0
1.2
37.9
37.4
41.3
38.8
40.4
38.9
40.8
38.9
39.2
39.0
39.2
39.0
37.3
2.0
39.0
38.9
39.0
39.0
39.0
40.7
39.7
39.2
40.7
39.5
40.8
36.6
40.5
38.8
13.0
39.0
38.9
40.4
39.0
39.5
39.2
38.8
39.2
39.9
38.8
39.0
39.0
38.5
36.1
25.7
40.9
39.0
39.0
36.9
40.2
21.0
36.0
38.9
40.7
41.3
39.2
39.0
40.4
38.9
38.8
39.5
38.9
39.5
39.3
39.4
38.8
40.9
40.3
36.1
20.8
41.2
40.2
6.9
41.0
36.0
40.3
40.1
39.0
39.0
40.1
38.9
38.8
41.2
1.5
39.9
39.9
37.3
39.1
39.0
40.0
1.2
38.9
1.2
40.2
40.8
6.2
39.0
38.9
41.2
40.2
41.3
36.9
38.9
37.7
39.8
11.4
38.8
36.6
40.4
36.3
39.5
39.0
39.3
3.7
4.3
39.0
39.4
38.8
41.3
38.8
23.8
39.0
40.3
7.0
36.0
41.2
41.1
40.4
39.0
39.4
40.3
39.5
39.0
39.6
37.8
38.7
39.9
37.7
1.2
39.5
38.9
16.3
38.0
40.8
41.2
10.1
38.6
40.4
40.2
38.8
38.9
39.0
39.0
39.7
38.9
0.9
39.0
3.4
39.2
1.0
39.2
39.0
39.0
3.7
40.1
36.4
38.8
39.9
40.1
41.3
3.2
4.2
41.3
38.9
39.2
41.3
38.8
39.2
0.7
39.8
41.2
39.7
41.3
41.3
41.2
30.2
39.0
39.0
39.9
39.2
39.0
40.3
40.4
39.4
40.4
41.2
41.3
40.5
1.9
39.0
39.0
36.3
10.6
39.2
40.7
39.0
40.1
40.7
23.2
40.6
39.2
38.9
39.3
39.2
39.2
39.2
32.2
39.5
38.8
38.9
39.9
27.9
38.7
5.5
41.3
39.5
38.8
38.4
38.9
38.9
38.8
4.2
39.0
38.9
38.9
38.9
39.0
39.0
38.9
0.7
38.8
9.4
40.8
36.8
39.3
37.1
9.5
11.0
41.1
41.0
17.2
39.2
41.0
38.8
37.0
40.6
38.9
39.7
2.9
39.0
39.0
40.9
39.2
41.1
41.0
40.7
38.8
38.7
38.9
7.4
38.4
37.2
39.7
38.9
38.9
41.0
38.8
39.2
40.4
40.1
41.3
39.0
38.8
1.2
0.8
41.3
4.3
0.7
40.4
37.6
39.2
39.9
39.5
36.0
38.7
