Pressure (bar)
19
"38,2"
"19,1"
"41,3"
"39,2"
"40,8"
"40,4"
"19,1"
39
"41,3"
"39,2"
"38,8"
"38,8"
"38,7"
"38,8"
"39,5"
"14,8"
"14,1"
""
"7,9"
"38,9"
"38,9"
41
"38,9"
"41,2"
""
"40,3"
39
"39,8"
"39,4"
"37,2"
"39,3"
"38,1"
"40,1"
"38,8"
36
"39,5"
"40,1"
"10,4"
"39,7"
"39,4"
39
39
"38,8"
"39,9"
"38,7"
1
"39,9"
40
"38,8"
""
36
"38,8"
"37,9"
"38,8"
"38,3"
"37,4"
39
"39,3"
"26,8"
1
"40,2"
"40,8"
"38,1"
"38,9"
39
"38,9"
"7,9"
"39,5"
"38,3"
"41,1"
41
39
"1,5"
"14,8"
"37,9"
38
"39,3"
"39,2"
"39,1"
"40,9"
"12,6"
39
"37,9"
39
"40,8"
"40,7"
39
"41,2"
"0,9"
"38,9"
"37,3"
"40,1"
"6,3"
"40,7"
"5,4"
"39,9"
"41,3"
"39,5"
"13,7"
"38,8"
"39,5"
41
"39,9"
"38,9"
"39,9"
"39,5"
40
"0,9"
"39,9"
"38,8"
"11,8"
"3,4"
"38,8"
"39,2"
39
"40,1"
"40,4"
"37,5"
"39,2"
"39,3"
"40,3"
"37,4"
"39,2"
"40,4"
"39,8"
"4,1"
"12,3"
"38,9"
"8,6"
"39,5"
36
"4,1"
"40,6"
"40,4"
"6,2"
39
"40,7"
"11,7"
"38,7"
39
"40,1"
39
""
"38,9"
"13,3"
""
"39,2"
""
"39,2"
39
"2,7"
"19,1"
"38,8"
"38,8"
"36,3"
"40,1"
39
"39,1"
39
"38,9"
"10,4"
"38,9"
39
36
"41,3"
"39,7"
"41,3"
"38,8"
"41,3"
"38,9"
""
"38,8"
"40,2"
"22,2"
"38,8"
"37,9"
"41,2"
39
"2,7"
39
""
"37,8"
"39,5"
"40,5"
"3,1"
"41,2"
"5,3"
""
"38,9"
1
"40,6"
"41,2"
"1,7"
"38,8"
39
"38,9"
"39,2"
"41,2"
"40,2"
39
"40,6"
"39,3"
""
"36,7"
"40,4"
"38,8"
41
"40,9"
""
29
""
"40,8"
39
"39,2"
39
"37,8"
"36,8"
"39,9"
""
8
"40,3"
"38,5"
"37,7"
"40,3"
"40,3"
"1,4"
"41,2"
"0,7"
"39,5"
"38,8"
"38,7"
""
"39,2"
"36,5"
"40,2"
""
"38,9"
39
"39,6"
"1,4"
"38,9"
36
"38,9"
"40,1"
"4,4"
"19,9"
""
"39,3"
"38,9"
"41,2"
""
41
"4,8"
"2,3"
"38,8"
39
"38,8"
"25,3"
"41,2"
"6,6"
"41,3"
"38,8"
"40,2"
"38,9"
"41,2"
39
"38,8"
"39,2"
"32,8"
"13,9"
"20,1"
"41,1"
"38,9"
"38,7"
"0,7"
"4,2"
"41,2"
"36,4"
40
"39,2"
39
"39,2"
"40,4"
"0,7"
"39,3"
"40,4"
"37,8"
"37,8"
"38,9"
"38,8"
"2,1"
"40,6"
"40,4"
"36,7"
"36,9"
"39,5"
"19,7"
"1,3"
"41,1"
"40,1"
"26,3"
"40,9"
"39,5"
"34,3"
"36,2"
""
"38,7"
"38,8"
"38,9"
"38,8"
"40,4"
"29,6"
"38,8"
"41,2"
""
"40,9"
"41,3"
"2,3"
""
"39,5"
39
"41,2"
39
"38,9"
"38,2"
"39,8"
5
"37,8"
"38,8"
39
"38,8"
"1,9"
""
"40,5"
36
"18,4"
"39,2"
39
"38,8"
""
"40,4"
"38,8"
"39,2"
"38,9"
"2,8"
"40,4"
"39,5"
"38,8"
39
"37,7"
"41,2"
"39,2"
"37,9"
"1,8"
"7,2"
"38,9"
""
"40,9"
39
"36,4"
"38,9"
"40,4"
"39,2"
"39,2"
"28,3"
"38,8"
41
"1,5"
"40,7"
"9,6"
"16,5"
"6,6"
"38,8"
"39,7"
""
"2,6"
"38,4"
"39,9"
"39,1"
"0,8"
39
"39,2"
"11,4"
"38,6"
"38,9"
"39,2"
"40,7"
"38,7"
"38,8"
"36,6"
"41,2"
"41,3"
"13,5"
"38,9"
"38,8"
39
"23,3"
"38,4"
"40,7"
"40,2"
"40,8"
39
"39,3"
"38,2"
"39,2"
"40,5"
"40,2"
"39,3"
"41,3"
39
"38,8"
"39,4"
"40,1"
"38,3"
"38,9"
"40,9"
"15,3"
"26,7"
"37,5"
"40,7"
"23,4"
"40,7"
"40,9"
"38,8"
"40,2"
"41,3"
39
"38,7"
7
""
"36,8"
"38,9"
39
"40,5"
"41,3"
39
"40,5"
39
"38,6"
"41,2"
"41,2"
"2,4"
"38,9"
"38,5"
"41,2"
"38,8"
"1,7"
"39,2"
39
"41,1"
""
39
"41,1"
"3,8"
39
"36,4"
"21,9"
39
"0,7"
"40,5"
"0,7"
"39,3"
6
"19,5"
"21,5"
"38,8"
"39,3"
"39,2"
"7,8"
39
"40,2"
39
"41,3"
"40,8"
"40,1"
"38,3"
"38,9"
39
"38,9"
"2,3"
"40,1"
"39,3"
"2,3"
"35,5"
"0,8"
"39,3"
1
"40,1"
"40,7"
"41,3"
"38,8"
"40,5"
"31,3"
"39,2"
"38,9"
36
"38,9"
"40,5"
"39,1"
"39,2"
"39,2"
39
"40,5"
"39,3"
39
"12,4"
"7,7"
"39,2"
39
"40,4"
"3,7"
"41,2"
"40,4"
"38,9"
"39,2"
"14,6"
""
"40,4"
"39,5"
"38,2"
"13,3"
"37,6"
"1,2"
"0,8"
"39,2"
"39,5"
"40,3"
39
"40,5"
"40,2"
"41,3"
"41,1"
"29,6"
"40,4"
"7,2"
"40,3"
"38,8"
"8,1"
"40,4"
""
39
"41,1"
"28,6"
"39,6"
"39,3"
"40,4"
"29,7"
"38,9"
"38,8"
"39,2"
"38,9"
"39,3"
"39,2"
"40,6"
""
"39,5"
"40,3"
"12,2"
"36,3"
39
"39,4"
39
"40,8"
"37,6"
"39,3"
"1,2"
39
"38,8"
"40,8"
"39,5"
"39,3"
"39,3"
"39,5"
"39,5"
"38,9"
"40,6"
"39,3"
36
39
"38,8"
"38,6"
"40,4"
"1,4"
""
"39,1"
"2,2"
""
"38,6"
39
"3,4"
39
"38,8"
"22,7"
"38,8"
"39,9"
"40,5"
"1,9"
"41,2"
"39,5"
"38,8"
"41,1"
"35,8"
"5,7"
"40,9"
"38,8"
"38,9"
